"group","family","genus","taxa_link","Rang","sensitivity","generation_time","refuge","exposition"
"Trichoptera","Hydropsychidae","Diplectrona","Diplectrona robusta","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Diplectrona","Diplectrona sp.","genus",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Diplectrona","Diplectrona vairya","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Diplectroninae","Diplectroninae Gen. sp.","genus",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche acinoxas","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche acuta","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche adspersa","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche akseki","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche alaca","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche alanya","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche alarensis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche ambigua","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche anachoreta","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche angustipennis ssp.","subspecies",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche bitlis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche botosaneanui","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche botosaneanui/incognita/pellucidula","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche brevis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche bulbifera","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche bulgaromanorum","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche cetibeli","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche cirali","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche consanquinea","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche contubernalis ssp.","subspecies",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche cornuta","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche cyrnotica","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche debirasi","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche delamarei","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche dinarica","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche dinarica/instabilis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche discreta","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche djabai","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche doehleri","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche elmali","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche emarginata","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche exocellata","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche fontinalis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche fulvipes","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche fulvipes/instabilis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche fulvipes/tenuis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche fumata","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche gemecika","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche gereckei","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche guttata","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche hadimensis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche iberomaroccana","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche incognita","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche incognita/pellucidula","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche infernalis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche instabilis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche instabilis-Gr.","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche jordanensis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche kazdagensis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche kebab","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche kepez","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche kinzelbachi","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche kirikhan","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche klefbecki","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche kleobis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche kocaki","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche krassimiri","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche lagranja","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche lepnevae","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche lobata","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche machaon","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche maderensis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche mahrkusha","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche maroccana","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche martynovi","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche modesta","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche morettii","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche mostarensis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche mutensis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche nadire","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche orduensis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche ornatula","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche pellucidula","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche pellucidula-Gr.","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche perelin","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche peristerica","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche perseus","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche pictetorum","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche pygmalion","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche pylades","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche ressli","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche rhadamanthys","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche saimbeyli","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche sakarawaka","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche sappho","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche sarpedon","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche sattleri","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche saxonica","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche sciligra","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche silfvenii","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche siltalai","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche sinopensis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche sinuata","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche smiljae","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche sp.","genus",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche spiritoi","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche subalpina","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche tabacarui","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche tenuis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche teruela","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche tibialis","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche tigrata","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche tobiasi","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche urgorrii","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche valkanovi","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche yenisar","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche yukaritepe","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsychidae","Hydropsychidae Gen. sp.","family",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Hydropsychinae","Hydropsychinae Gen. sp.","genus",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Macrostemum","Macrostemum radiatum","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Macrostemum","Macrostemum sp.","genus",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Potamia","Potamia czekanowskii","species",-1.03,1,1,1
"Trichoptera","Hydropsychidae","Potamia","Potamia sp.","genus",-1.03,1,1,1
"Trichoptera","Hydroptilidae","Agraylea","Agraylea multipunctata","species",-0.06,1,1,1
"Trichoptera","Hydroptilidae","Agraylea","Agraylea sexmaculata","species",-0.06,1,1,1
"Trichoptera","Hydroptilidae","Agraylea","Agraylea sp.","genus",-0.06,1,1,1
"Trichoptera","Hydroptilidae","Allotrichia","Allotrichia galaica","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Allotrichia","Allotrichia laerma","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Allotrichia","Allotrichia marinkovicae","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Allotrichia","Allotrichia militsa","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Allotrichia","Allotrichia pallicornis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Allotrichia","Allotrichia sp.","genus",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Allotrichia","Allotrichia teldanica","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Allotrichia","Allotrichia vilnensis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila abantica","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila acuta","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila aegyptia","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila alara","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila andalusiaca","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila angulata","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila angulifera","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila angustata","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila arethusa","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila armathai","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila asteria","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila atalante","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila atargatis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila auge","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila aurora","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila autonoe","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila brissaga","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila campanulata","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila cintrana","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila cognata","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila cornuta","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila corsicana","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila cortensis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila dampfi","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila dejaloni","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila engywuck","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila erkakanae","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila fiorii","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila forcipata","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila fortunata","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila friedli","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila fuentaldeala","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila fuentelarbola","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila giudicellorum","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila idefix","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila insubrica","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila ivisa","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila juba","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila kalonichtis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila lotensis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila manavgatensis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila martini","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila mendli ssp.","subspecies",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila mugla","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila occulta","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila oemerueneli","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila ortaca","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila ovacikensis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila palaestinae","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila phaon","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila pulchricornis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila rheni","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila rhodica","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila ruffoi","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila serrata","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila sikanda","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila simulans","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila sp.","genus",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila sparsa","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila stellifera","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila sylvestris","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila tacheti","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila tagus","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila taurica","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila tigurina","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila tineoides","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila uncinata","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila valesiaca","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila varla","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila vectis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila vichtaspa","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptila","Hydroptila vilaverde","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptilidae","Hydroptilidae Gen. sp.","family",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Hydroptilinae","Hydroptilinae Gen. sp.","genus",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Ithytrichia","Ithytrichia aquila","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Ithytrichia","Ithytrichia bosniaca","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Ithytrichia","Ithytrichia clavata","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Ithytrichia","Ithytrichia lamellaris","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Ithytrichia","Ithytrichia sp.","genus",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Microptila","Microptila minutissima","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Microptila","Microptila sp.","genus",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Orthotrichia","Orthotrichia ammanensis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Orthotrichia","Orthotrichia angustella","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Orthotrichia","Orthotrichia costalis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Orthotrichia","Orthotrichia melitta","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Orthotrichia","Orthotrichia sp.","genus",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Orthotrichia","Orthotrichia tragetti","species",-0.06,0.5,1,1
